text,label,language,source
सूचना: Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from Enron (public corpus)),Phishing,NP,Enron (public corpus) (sanitized)
"Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Safe,EN,Kaggle (phishing collections) (sanitized)
पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्।,Phishing,NP,synthetic
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Attention: Password reset requested. Reset using: [LINK]. This expires in 24 hours. For support, contact helpdesk.",Phishing,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। For support, contact helpdesk.",Safe,HI,synthetic
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Safe,EN,SpamAssassin (public corpus) (sanitized)
Attention: Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Dear Customer, प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्।",Phishing,NP,synthetic
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,EN,Enron (public corpus) (sanitized)
"Dear Customer, Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
"Hello, तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,EN,PhishTank (verified phishing) (sanitized)
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Kaggle (phishing collections)),Phishing,EN,Kaggle (phishing collections) (sanitized)
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. Sent from our secure servers.",Phishing,EN,synthetic
"Hello, your order #24123 has been shipped. Track it using the tracking number attached.",Safe,EN,synthetic
"Thank you for your purchase. Your invoice is attached to this email. If you have questions, reply to this email.",Safe,EN,synthetic
Attention: Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.,Phishing,EN,synthetic
"हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है। If you have questions, reply to this email.",Safe,HI,synthetic
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.",Phishing,EN,Kaggle (phishing collections) (sanitized)
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. If you have questions, reply to this email.",Safe,EN,synthetic
"Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Safe,EN,PhishTank (verified phishing) (sanitized)
"Welcome to our newsletter! Here are this month's updates and tips. For support, contact helpdesk.",Safe,EN,synthetic
Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Enron (public corpus)),Safe,EN,Enron (public corpus) (sanitized)
"हाम्रो न्यूजलेटरमा स्वागत छ! यस महिनाका अपडेटहरू तल छन्। For support, contact helpdesk.",Safe,NP,synthetic
"Hello, your order #74731 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Safe,EN,PhishTank (verified phishing) (sanitized)
"Attention: तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"Hello, नयाँ उपकरणबाट असामान्य लगइन। यदि यो तपाईंले गर्नुभएको होइन भने [LINK] मा गएर सुरक्षित गर्नुहोस्।",Phishing,NP,synthetic
"Dear Customer, पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें।",Phishing,HI,synthetic
"FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Phishing,EN,Enron (public corpus) (sanitized)
"Hello, तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
Your payment could not be processed. Update billing information here: [LINK].,Phishing,EN,synthetic
"Hello, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. If you have questions, reply to this email.",Phishing,EN,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Safe,EN,Enron (public corpus) (sanitized)
नोटिस: Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from PhishTank (verified phishing)),Safe,HI,PhishTank (verified phishing) (sanitized)
"Attention: Password reset requested. Reset using: [LINK]. This expires in 24 hours. If you have questions, reply to this email.",Phishing,EN,synthetic
"Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Safe,EN,SpamAssassin (public corpus) (sanitized)
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from PhishTank (verified phishing)),Safe,EN,PhishTank (verified phishing) (sanitized)
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Safe,EN,Kaggle (phishing collections) (sanitized)
"Dear Customer, Password reset requested. Reset using: [LINK]. This expires in 24 hours. If you have questions, reply to this email.",Phishing,EN,synthetic
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.",Phishing,EN,Kaggle (phishing collections) (sanitized)
"सूचना: Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Safe,NP,SpamAssassin (public corpus) (sanitized)
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। Sent from our secure servers.,Safe,HI,synthetic
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK].",Phishing,EN,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
"We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Safe,EN,Enron (public corpus) (sanitized)
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Safe,EN,SpamAssassin (public corpus) (sanitized)
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Enron (public corpus)),Phishing,EN,Enron (public corpus) (sanitized)
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। For support, contact helpdesk.",Safe,HI,synthetic
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,EN,Kaggle (phishing collections) (sanitized)
"Your subscription has been renewed successfully. No action needed. If you have questions, reply to this email.",Safe,EN,synthetic
Your subscription has been renewed successfully. No action needed.,Safe,EN,synthetic
"Hello, You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Dear Customer, आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। If you have questions, reply to this email.",Phishing,HI,synthetic
"नमस्कार, तपाईंको बुकिंग सफल भयो। विवरण यस ईमेलमा संलग्न छन्।",Safe,NP,synthetic
आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद।,Safe,HI,synthetic
Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,EN,SpamAssassin (public corpus) (sanitized)
टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्। Sent from our secure servers.,Safe,NP,synthetic
"नमस्कार, तपाईंको बुकिंग सफल भयो। विवरण यस ईमेलमा संलग्न छन्। For support, contact helpdesk.",Safe,NP,synthetic
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Safe,EN,SpamAssassin (public corpus) (sanitized)
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached.,Safe,EN,synthetic
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from Enron (public corpus))",Phishing,EN,Enron (public corpus) (sanitized)
हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है।,Safe,HI,synthetic
"Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Phishing,EN,Kaggle (phishing collections) (sanitized)
"नोटिस: Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Phishing,HI,HuggingFace (phishing datasets) (sanitized)
"Thank you for your purchase. Your invoice is attached to this email. For support, contact helpdesk.",Safe,EN,synthetic
आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद।,Safe,HI,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Safe,EN,PhishTank (verified phishing) (sanitized)
टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्।,Safe,NP,synthetic
Thank you for your purchase. Your invoice is attached to this email.,Safe,EN,synthetic
"Hello, You won a reward! Claim your prize by filling the form at [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
"सूचना: Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Phishing,NP,Enron (public corpus) (sanitized)
"Attention: नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। For support, contact helpdesk.",Phishing,HI,synthetic
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। If you have questions, reply to this email.",Safe,HI,synthetic
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. Sent from our secure servers.,Safe,EN,synthetic
नोटिस: Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.,Safe,HI,Kaggle (phishing collections) (sanitized)
"Attention: Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"सूचना: Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.",Phishing,NP,PhishTank (verified phishing) (sanitized)
"Your payment could not be processed. Update billing information here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
You won a reward! Claim your prize by filling the form at [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Dear Customer, Your payment could not be processed. Update billing information here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Hello, your order #80372 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है। If you have questions, reply to this email.",Safe,HI,synthetic
Attention: Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Your subscription has been renewed successfully. No action needed. If you have questions, reply to this email.",Safe,EN,synthetic
We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Phishing,EN,Enron (public corpus) (sanitized)
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from Enron (public corpus)) Sent from our secure servers.",Phishing,EN,Enron (public corpus) (sanitized)
आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें।,Phishing,HI,synthetic
तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्।,Phishing,NP,synthetic
Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,EN,Enron (public corpus) (sanitized)
"सूचना: Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,NP,Kaggle (phishing collections) (sanitized)
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.,Safe,EN,Kaggle (phishing collections) (sanitized)
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। Sent from our secure servers.",Safe,HI,synthetic
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"नोटिस: Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Safe,HI,SpamAssassin (public corpus) (sanitized)
Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Kaggle (phishing collections)),Safe,EN,Kaggle (phishing collections) (sanitized)
Attention: तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्।,Phishing,NP,synthetic
"Dear Customer, Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
नोटिस: Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,HI,PhishTank (verified phishing) (sanitized)
"Dear Customer, Your payment could not be processed. Update billing information here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें।,Safe,HI,synthetic
FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,EN,Enron (public corpus) (sanitized)
"Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Phishing,EN,HuggingFace (phishing datasets) (sanitized)
"Dear Customer, Your payment could not be processed. Update billing information here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Phishing,EN,PhishTank (verified phishing) (sanitized)
"Attention: नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। For support, contact helpdesk.",Phishing,HI,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
Attention: Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
"Hello, You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। Sent from our secure servers.",Safe,HI,synthetic
"स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्। For support, contact helpdesk.",Safe,NP,synthetic
"नमस्कार, तपाईंको बुकिंग सफल भयो। विवरण यस ईमेलमा संलग्न छन्।",Safe,NP,synthetic
"प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें।",Phishing,HI,synthetic
"You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Hello, Password reset requested. Reset using: [LINK]. This expires in 24 hours. For support, contact helpdesk.",Phishing,EN,synthetic
"FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"Attention: नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"Attention: आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। If you have questions, reply to this email.",Phishing,HI,synthetic
"Your subscription has been renewed successfully. No action needed. If you have questions, reply to this email.",Safe,EN,synthetic
Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from PhishTank (verified phishing)),Safe,EN,PhishTank (verified phishing) (sanitized)
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,EN,Enron (public corpus) (sanitized)
Thank you for your purchase. Your invoice is attached to this email. Sent from our secure servers.,Safe,EN,synthetic
"Welcome to our newsletter! Here are this month's updates and tips. If you have questions, reply to this email.",Safe,EN,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Phishing,EN,HuggingFace (phishing datasets) (sanitized)
"Thank you for your purchase. Your invoice is attached to this email. For support, contact helpdesk.",Safe,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। For support, contact helpdesk.",Safe,HI,synthetic
"प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Hello, your order #86116 has been shipped. Track it using the tracking number attached.",Safe,EN,synthetic
"Hello, your order #89101 has been shipped. Track it using the tracking number attached. Sent from our secure servers.",Safe,EN,synthetic
"Dear Customer, पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"Dear Customer, प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। If you have questions, reply to this email.",Phishing,HI,synthetic
Unusual login attempt from a new device. Secure your account here: [LINK].,Phishing,EN,synthetic
"आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। If you have questions, reply to this email.",Phishing,HI,synthetic
"Hello, Password reset requested. Reset using: [LINK]. This expires in 24 hours. For support, contact helpdesk.",Phishing,EN,synthetic
"Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Safe,EN,Enron (public corpus) (sanitized)
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
Your subscription has been renewed successfully. No action needed. Sent from our secure servers.,Safe,EN,synthetic
"Hello, your order #47459 has been shipped. Track it using the tracking number attached. Sent from our secure servers.",Safe,EN,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
"Hello, You won a reward! Claim your prize by filling the form at [LINK].",Phishing,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। Sent from our secure servers.",Safe,HI,synthetic
"Hello, You won a reward! Claim your prize by filling the form at [LINK].",Phishing,EN,synthetic
"Attention: You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
"Dear Customer, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. Sent from our secure servers.",Phishing,EN,synthetic
"Hello, your order #35066 has been shipped. Track it using the tracking number attached. If you have questions, reply to this email.",Safe,EN,synthetic
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
"तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद। For support, contact helpdesk.",Safe,NP,synthetic
सूचना: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Enron (public corpus)),Safe,NP,Enron (public corpus) (sanitized)
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Phishing,EN,Enron (public corpus) (sanitized)
"Attention: Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. If you have questions, reply to this email.",Phishing,EN,synthetic
Attention: Password reset requested. Reset using: [LINK]. This expires in 24 hours.,Phishing,EN,synthetic
"FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Phishing,EN,Kaggle (phishing collections) (sanitized)
Attention: Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.,Phishing,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं।",Safe,HI,synthetic
"Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Safe,EN,Kaggle (phishing collections) (sanitized)
"We received your request. A representative will contact you within 2 business days. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Phishing,EN,HuggingFace (phishing datasets) (sanitized)
पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्।,Phishing,NP,synthetic
सूचना: Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from PhishTank (verified phishing)),Phishing,NP,PhishTank (verified phishing) (sanitized)
"Attention: You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Phishing,EN,PhishTank (verified phishing) (sanitized)
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
"Hello, your order #36189 has been shipped. Track it using the tracking number attached. Sent from our secure servers.",Safe,EN,synthetic
"Hello, your order #33668 has been shipped. Track it using the tracking number attached.",Safe,EN,synthetic
"Dear Customer, तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"Thank you for your purchase. Your invoice is attached to this email. For support, contact helpdesk.",Safe,EN,synthetic
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. If you have questions, reply to this email.",Safe,EN,synthetic
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
"Attention: Your payment could not be processed. Update billing information here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
सूचना: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)),Safe,NP,PhishTank (verified phishing) (sanitized)
"Dear Customer, You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.,Phishing,EN,synthetic
"हाम्रो न्यूजलेटरमा स्वागत छ! यस महिनाका अपडेटहरू तल छन्। For support, contact helpdesk.",Safe,NP,synthetic
"तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद। If you have questions, reply to this email.",Safe,NP,synthetic
"नोटिस: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,HI,Enron (public corpus) (sanitized)
Attention: आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें।,Phishing,HI,synthetic
"Hello, You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Hello, आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Safe,EN,Enron (public corpus) (sanitized)
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। For support, contact helpdesk.",Safe,HI,synthetic
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from HuggingFace (phishing datasets)) Sent from our secure servers.,Phishing,EN,HuggingFace (phishing datasets) (sanitized)
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। If you have questions, reply to this email.",Safe,HI,synthetic
Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from SpamAssassin (public corpus)),Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Attention: Unusual login attempt from a new device. Secure your account here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
Welcome to our newsletter! Here are this month's updates and tips.,Safe,EN,synthetic
"Dear Customer, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. If you have questions, reply to this email.",Phishing,EN,synthetic
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from HuggingFace (phishing datasets)) Sent from our secure servers.,Phishing,EN,HuggingFace (phishing datasets) (sanitized)
Your payment could not be processed. Update billing information here: [LINK].,Phishing,EN,synthetic
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,EN,SpamAssassin (public corpus) (sanitized)
Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from PhishTank (verified phishing)),Phishing,EN,PhishTank (verified phishing) (sanitized)
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें।,Safe,HI,synthetic
